frame,n_worms,mean_length,mean_width,mean_volume,mean_area_xz,total_volume
0,0,,,,,0.0
10,0,,,,,0.0
20,2,0.7643219383333333,0.044774227072870015,0.0017838759282610501,0.009277420262020115,0.0035677518565221003
30,3,0.3168398722222222,0.03313777743042499,0.0008046685186566001,0.006257713029126678,0.0024140055559698005
40,4,0.4329421541666667,0.036938502040226875,0.0008672543169936752,0.008457197277222635,0.0034690172679747006
50,1,0.89843635,0.04255393994073849,0.0021169524284883,0.010225279654584996,0.0021169524284883
60,1,0.8255197766666666,0.03823622449089663,0.0018594616814163,0.009520443808851456,0.0018594616814163
70,2,0.37890576499999995,0.039840939386127955,0.00088425272959335,0.00904836512729661,0.0017685054591867
80,0,,,,,0.0
90,0,,,,,0.0
100,0,,,,,0.0
110,1,0.2760413133333333,0.03260366951838377,0.0003198368862936,0.0062983263762432,0.0003198368862936
120,0,,,,,0.0
130,0,,,,,0.0
140,1,0.3385412333333333,0.04038087449341793,0.0006031661145822001,0.01029403502220288,0.0006031661145822001
150,1,0.34374956,0.04176757505181071,0.0006600882589002001,0.0105614121424032,0.0006600882589002001
160,2,0.23307261833333331,0.024951454792151287,0.00035371450281375004,0.006403294203228001,0.0007074290056275001
170,2,0.2343747,0.02596509930355062,0.00037170011228805004,0.0065413378537416,0.0007434002245761001
180,5,0.34218706199999993,0.03466941253657195,0.00053434694408004,0.008272660993054804,0.0026717347204002003
190,7,0.3500739566666667,0.0304552172807884,0.0004231184344619143,0.006651218677870664,0.0029618290412334
200,10,0.47630147366666675,0.027843432061669348,0.0004944686606706601,0.0073899684628206275,0.004944686606706601
210,11,0.4538346463636364,0.02521554347346964,0.0004528019761444637,0.006988373984154316,0.004980821737589101
220,10,0.49114520466666656,0.02616202080711194,0.0004982326747164001,0.007888003069020393,0.004982326747164
230,10,0.49166603733333325,0.025987733648487738,0.0004991639925226501,0.008139665528860281,0.0049916399252265
240,10,0.4861972943333333,0.025475098611419326,0.00049971384255546,0.008431834016558856,0.0049971384255546
250,10,0.49218686999999994,0.02516400474565402,0.0004999582203478201,0.008410054030494118,0.004999582203478201
260,10,0.4882806249999999,0.025080682021016393,0.0004999969631685599,0.008313459818755451,0.0049999696316856
270,10,0.47213481233333326,0.02513457657014868,0.00049999696316856,0.00821979552260901,0.0049999696316856005
280,10,0.4643223223333333,0.02476221282024037,0.00049999696316856,0.00819778297549817,0.0049999696316856005
290,10,0.4565098323333333,0.02462130922163242,0.0004999924928430901,0.008114815578001608,0.004999924928430901
300,7,0.6019337533333333,0.03363906419113403,0.0007137428081722715,0.011542782066736297,0.004996199657205901
310,7,0.6011897066666666,0.03393195420538477,0.0007140642458608286,0.011550529724535795,0.0049984497210258
320,7,0.5997016133333333,0.03408179662191762,0.0007142430588796285,0.011560754098871534,0.0049997014121574
330,7,0.5970974499999999,0.03419240020312806,0.0007142707323230143,0.011465246719196381,0.0049998951262611
340,7,0.5967254266666666,0.03425300237875632,0.0007142686035966001,0.011469816242124722,0.0049998802251762006
350,7,0.5967254266666666,0.034330456789573555,0.0007142686035966001,0.011573508616602538,0.0049998802251762006
360,7,0.60156173,0.03432636770530861,0.0007142664748701857,0.011688272562752063,0.0049998653240913
370,7,0.6019337533333333,0.03442918762357567,0.0007142622174173571,0.011693340481951022,0.0049998355219215
380,7,0.6011897066666666,0.03443572472650548,0.0007142579599645286,0.011805706993206896,0.0049998057197517005
390,7,0.6019337533333333,0.034467258598137776,0.0007142473163324572,0.011800494058247723,0.0049997312143272
400,7,0.6011897066666666,0.03458084892759507,0.0007142409301532145,0.011794193314276755,0.004999686511072502
410,7,0.59486531,0.03456463251373283,0.0007142217716154858,0.011799788346683064,0.0049995524013084006
420,7,0.5997016133333333,0.034534744560536505,0.0007142047418041714,0.011698656645234244,0.0049994331926292
430,7,0.5989575666666667,0.03456785864531338,0.0007141877119928572,0.011496557657134912,0.0049993139839500005
440,7,0.59932959,0.03449283180740449,0.0007141685534551287,0.011501448758871866,0.004999179874185901
450,7,0.5970974499999999,0.034383681671918506,0.000714066374587243,0.011406174676481123,0.004998464622110701
460,7,0.5970974499999999,0.034024974634726306,0.0007132979043516857,0.011155213658353738,0.0049930853304618
470,13,0.3599755007692308,0.019974888065913552,0.0003844812313017,0.005937738257684479,0.0049982560069221004
480,13,0.35596909564102563,0.0209037265344488,0.00038421186553620003,0.005885553902633288,0.0049947542519706
490,14,0.3355650466666666,0.02039451379067514,0.00035691504297762864,0.005395640617747812,0.004996810601686801
500,14,0.33705314,0.020660998819658445,0.00035684798809557854,0.005328258443211342,0.0049958718333381
