frame,worm,length,length_y,width,aspect,area_xz,volume,voxels,cx,cy,cz
10,1.0,0.09114571666666667,0.078125,0.007742290747628134,11.77244818590536,0.0001754751757824,1.3708998108e-05,920.0,0.18289482730434783,0.5980044157608696,0.076806444
10,2.0,0.09374988,0.1484375,0.0100197714889674,9.356488828435499,0.00014435543637018948,2.14277600862e-05,1438.0,0.2382100125730181,0.565759735744089,0.006791098748261474
10,3.0,0.15364563666666667,0.11328125,0.008342016679879197,18.418284518329642,0.0002533472178087724,2.86994895174e-05,1926.0,0.254372077258567,0.4227308865524403,0.10985032398753895
10,4.0,0.11197902333333333,0.078125,0.006701470537621685,16.709619583446543,0.00019760030664191998,1.54375239564e-05,1036.0,0.24690943366795368,0.041264478764478765,0.2557060146718147
10,5.0,0.0781249,0.078125,0.00784806846759753,9.954665956668926,0.0001611701342784,1.25914167405e-05,845.0,0.33236555076923074,0.9280464127218935,0.32481888000000003
10,6.0,0.10416653333333332,0.0859375,0.00752464791216584,13.84337640102961,0.00016611187588887275,1.42752393342e-05,958.0,0.36882775164926934,0.1353079331941545,0.07574354304801671
20,1.0,0.11718735,0.15625,0.010172274717743447,11.520269875880436,0.00024318570556800003,3.7997766495e-05,2550.0,0.0387108384,0.5716804534313725,0.38641062230588236
20,2.0,0.11197902333333333,0.11328125,0.010433504466042024,10.732637695971855,0.0002874162361953103,3.25588705065e-05,2185.0,0.05999251661327232,0.08470394736842106,0.373254193208238
20,3.0,0.09114571666666667,0.12890625,0.006089841128532558,14.966846382843102,0.00010577060990836364,1.36344926835e-05,915.0,0.12517684826229508,0.1846524931693989,0.20174982504918032
20,4.0,0.09114571666666667,0.11328125,0.009697006898103528,9.399365971833257,0.00020112559503095173,2.2783758812100003e-05,1529.0,0.1714811257553957,0.06842452174623938,0.41096761616742966
20,5.0,0.08593739,0.11328125,0.006271211426803752,13.703475158355443,0.00013956458883442757,1.58100510789e-05,1061.0,0.25015398967012253,0.17342498232799247,0.12267103080113101
20,6.0,0.0781249,0.0625,0.007021733795241649,11.126155202998746,0.0002143372052016,1.33960753251e-05,899.0,0.24375545913236932,0.4392206618464961,0.4429237305450501
20,7.0,0.12239567666666666,0.1484375,0.008673847924273245,14.110885703235548,0.00018581496016774736,2.7581908149900003e-05,1851.0,0.26721551662884924,0.8445814762290653,0.17602559948136143
20,8.0,0.09635404333333333,0.11328125,0.009292298743308712,10.36923650380019,0.00022019898370295173,2.49444161226e-05,1674.0,0.31349209433691755,0.8884641950418161,0.3130919030824373
20,9.0,0.09114571666666667,0.140625,0.008573381880811626,10.631244231714787,0.0001585210525184,2.22920230104e-05,1496.0,0.3293109154010695,0.2124963444184492,0.2891544548663102
20,10.0,0.14062481999999998,0.15625,0.010787809500591928,13.035530521027821,0.00032062366357632,5.0097447433800004e-05,3362.0,0.42048663547888165,0.41676503941106485,0.1269812660559191
20,11.0,0.0781249,0.08203125,0.007472243141044291,10.455347681456946,0.00023832653273965713,1.9550223388800002e-05,1312.0,0.4189993203658537,0.6581346465320121,0.3627726874390244
