frame,n_worms,mean_length,mean_width,mean_volume,mean_area_xz,total_volume
21,93,0.10679869842293908,0.0063683635516002795,1.2412123041541932e-05,8.366589354747315e-05,0.0011543274428633997
22,98,0.10618608857142858,0.006645503021768575,1.3299826480796938e-05,8.737532907057074e-05,0.0013033829951181
23,104,0.11080214182692308,0.006702874098026149,1.3866749016412501e-05,8.58046496585419e-05,0.0014421418977069002
24,114,0.10884945862573099,0.006562090116015382,1.3180009594050002e-05,8.317089724054332e-05,0.0015025210937217003
25,127,0.11128184574803149,0.006664039239233235,1.3363222539493702e-05,8.295425899357042e-05,0.0016971292625157
26,121,0.10894441977961432,0.006835508016659627,1.4108864411060332e-05,8.820555440335692e-05,0.0017071725937383001
27,132,0.11203820886363636,0.006678536013276642,1.393003086735e-05,8.736365121306161e-05,0.0018387640744902001
28,137,0.11127570914841849,0.0067667329893994,1.4286442339635767e-05,8.830988202121511e-05,0.0019572426005301
29,137,0.11042032703163017,0.006798071259527795,1.454650433960584e-05,8.9586120024795e-05,0.001992871094526
30,135,0.11658935693827159,0.006881465621343089,1.5430349359966666e-05,9.076469036121017e-05,0.0020830971635955
31,144,0.11360662541666665,0.0069444304763418485,1.55898461576e-05,9.138237141817016e-05,0.0022449378466944
32,144,0.11461935560185182,0.006936060317406799,1.5440938788356255e-05,9.091889343352618e-05,0.0022234951855233005
33,149,0.11556193261744965,0.007021291757683166,1.5788349498877852e-05,9.234334100865375e-05,0.0023524640753328
34,150,0.11354152133333334,0.007128183820333917,1.6099926850488e-05,9.43554059472138e-05,0.0024149890275732
35,143,0.11534804582750582,0.007267509443671371,1.6729124986718185e-05,9.623808733643387e-05,0.0023922648731007005
36,149,0.11400642565995528,0.00732312100214448,1.6592508047071812e-05,9.501017231344194e-05,0.0024722836990137003
37,137,0.11775760474452553,0.007399597622844131,1.75905675738854e-05,9.795475320885572e-05,0.0024099077576223
38,136,0.11902558294117646,0.00739553761105378,1.7920636361463973e-05,9.825259662631841e-05,0.0024372065451591
39,140,0.1191404725,0.007428759675476636,1.8146860500182145e-05,9.951795649430222e-05,0.0025405604700255
40,141,0.11567287203309694,0.007556342433831388,1.815353730342128e-05,9.841455035246898e-05,0.0025596487597824005
41,142,0.11595862504694837,0.007546233279775345,1.829643351284789e-05,9.835150674530779e-05,0.0025980935588244
42,146,0.1151004519863014,0.007624840126905103,1.8435703888060277e-05,9.95168119024635e-05,0.0026916127676568005
43,142,0.11375792363849765,0.0075007873573149,1.823452055446057e-05,9.79654140338139e-05,0.0025893019187334006
44,141,0.11438002498817969,0.007672639486726205,1.9035343348851066e-05,0.00010232137631377657,0.0026839834121880003
45,133,0.11671742578947368,0.007714416071556704,1.961498148708722e-05,0.00010300795209135497,0.0026087925377826
46,134,0.11668206457711443,0.007608376792320826,1.936229179565821e-05,0.00010114844900753425,0.0025945471006182004
47,138,0.12120681949275361,0.007424127518122291,1.950174087343696e-05,0.00010122510670091488,0.0026912402405343005
48,138,0.12265986714975846,0.00753414302725209,1.983312804414783e-05,0.00010148496098009569,0.0027369716700924003
49,139,0.1213465173381295,0.007522939230637292,1.9447095017046042e-05,9.907533087343298e-05,0.0027031462073694
50,140,0.119307883,0.00756826418591831,1.9820252334452148e-05,0.00010291514205443801,0.002774835326823301
51,140,0.11943809116666666,0.0076038025689271855,2.015094998291143e-05,0.00010408679340737313,0.0028211329976076
52,135,0.12351450239506173,0.0076968396347289764,2.1033157282366666e-05,0.00010675467848422593,0.0028394762331195
53,129,0.12116425059431522,0.0078456682844395,2.1446242051967443e-05,0.00010833839743366786,0.0027665652247038
54,134,0.12122963338308455,0.007979061331174634,2.225154543649254e-05,0.00011201046156559513,0.00298170708849
55,132,0.11706897893939393,0.00803647021995171,2.2358513457415916e-05,0.00011260806577498164,0.002951323776378901
56,132,0.12050173969696969,0.008027039650000994,2.2792451111625002e-05,0.0001138811083377553,0.0030086035467345004
57,122,0.12145647021857923,0.00817330681889272,2.3987815328036062e-05,0.00011744207795178646,0.0029265134700203997
58,125,0.12345817530666667,0.008097643270598967,2.4100061047826404e-05,0.00011879154824812407,0.0030125076309783006
59,123,0.12055370747967478,0.008056392977094064,2.360101668799756e-05,0.0001164189552058414,0.0029029250526237
60,124,0.12373976096774193,0.008276412911868111,2.501988290741613e-05,0.00012342905150716034,0.0031024654805196
61,121,0.12521506011019282,0.008128009518803318,2.4913505607642153e-05,0.00012066324373140112,0.0030145341785247004
62,128,0.12259912692708333,0.008062342958728822,2.398364539072735e-05,0.00011819761820444858,0.0030699066100131006
63,124,0.12399177677419357,0.008314242066660742,2.5357200208337906e-05,0.0001228211530529793,0.0031442928258339003
64,131,0.12168002872773535,0.008246313764287763,2.4875143140125957e-05,0.00012238031064846952,0.0032586437513565003
65,132,0.1226521472979798,0.008353697754368962,2.589074790075682e-05,0.00012516868748709605,0.0034175787228999
66,125,0.12583317226666665,0.008443099533555312,2.6974301512017606e-05,0.0001278031179746201,0.0033717876890022006
67,120,0.12847205777777776,0.008514504346572156,2.8463804024565003e-05,0.00013205489216677966,0.0034156564829478002
68,116,0.13231843695402296,0.008550820471864442,2.931672842209396e-05,0.00013331103604041672,0.0034007404969628994
69,118,0.13294474508474577,0.008445340365809894,2.9053200863204244e-05,0.00013174704544965168,0.0034282777018581007
70,115,0.13806594646376813,0.008430823228955643,2.967907388126087e-05,0.00013137760657196468,0.003413093496345
71,125,0.1290206681866667,0.008608787467285878,2.9190390858345604e-05,0.00013406528184744577,0.0036487988572932004
72,117,0.1360842275213675,0.008410755788816901,2.9471289299400004e-05,0.00013128419893993667,0.0034481408480298006
73,121,0.1358684555647383,0.008430162089932407,2.9674586957385125e-05,0.00013291393870539534,0.0035906250218436003
74,111,0.13541649333333333,0.00860591520814247,3.0475269256654057e-05,0.0001349849454559014,0.0033827548874886004
75,117,0.13445940766381767,0.008564418806911951,3.0206409487800007e-05,0.00013375974055434634,0.003534149910072601
76,119,0.1322214694117647,0.008433957235843476,2.9267358593210924e-05,0.00013096872227707105,0.0034828156725921
77,113,0.13230532474926254,0.008507521013497806,2.9820103849083185e-05,0.00013085561697587017,0.0033696717349464
78,111,0.13344577513513514,0.00858433603937122,3.0125429371524325e-05,0.00013161393840065188,0.0033439226602392
79,113,0.13161395395280234,0.008666847888497631,3.033320226807345e-05,0.00013326941068496522,0.0034276518562923
80,117,0.1309426742735043,0.008653842358800293,3.0097516944300002e-05,0.00013262449743340013,0.0035214094824831004
81,108,0.13401796117283948,0.008735698497553943,3.1169758258600005e-05,0.0001349433363877724,0.0033663338919288003
82,103,0.13743914446601943,0.00886749697740302,3.282680069324564e-05,0.00014219032285384822,0.003381160471404301
83,103,0.1376666927184466,0.00879989034293125,3.22301786143369e-05,0.00013887471378836979,0.0033197083972767005
84,102,0.13493140408496734,0.00892193281040158,3.2660986764785295e-05,0.00014236092707360236,0.0033314206500081
85,107,0.1303055185669782,0.009044823207592268,3.170560931788038e-05,0.00014094551025759788,0.0033925001970132006
86,109,0.13140273700305813,0.00904752291559257,3.226426648852294e-05,0.00014240030427446103,0.0035168050472490003
87,111,0.12654826144144143,0.009061380446435308,3.180764103712703e-05,0.00014088436212037622,0.0035306481551211
88,104,0.1320611290384615,0.009018793822058273,3.32966174887125e-05,0.00014491525099364873,0.0034628482188260997
89,104,0.13381393128205127,0.009143740227940202,3.40803572425875e-05,0.00014834174563510552,0.0035443571532291
90,106,0.1363500613207547,0.009116673250010263,3.367335919600188e-05,0.00014523971315902635,0.0035693760747761995
91,107,0.13746088323987538,0.009004087003896731,3.373257465170748e-05,0.0001464829233954354,0.0036093854877327003
92,109,0.13699332617737003,0.008912097255537852,3.3295995733846795e-05,0.0001435158501914486,0.0036292635349893004
93,107,0.13894549971962616,0.009164580532960515,3.442178464395141e-05,0.00014767592695054553,0.0036831309569028007
94,104,0.14320394330128203,0.009090528101386147,3.50383250660625e-05,0.0001469294677158234,0.0036439858068705
95,109,0.13749504571865442,0.00918257030491299,3.4461151207266056e-05,0.0001481234771091859,0.0037562654815919997
96,109,0.13852237620795108,0.00906023708167212,3.3820404556566054e-05,0.0001441356538597935,0.0036864240966657
97,108,0.1418545637962963,0.00886212883684777,3.273795947131666e-05,0.0001384009405740351,0.0035356996229021997
98,106,0.14099333367924527,0.008795578531930446,3.313776359723774e-05,0.00013827244352343978,0.0035126029413072002
99,109,0.13754282853211008,0.008770953302653088,3.2482314473986245e-05,0.00013895896127786195,0.003540572277664501
100,116,0.13763901204022985,0.008748137619410543,3.2099249111912066e-05,0.00013835238222196228,0.0037235128969818
101,121,0.13875240504132233,0.008648841297291779,3.152515392261075e-05,0.0001390609022337616,0.003814543624635901
102,115,0.13770362808695652,0.008757119170897719,3.2083072386910435e-05,0.000140336129712601,0.0036895533244947
103,122,0.13746567103825133,0.008747001558231235,3.1790853933949186e-05,0.00013867632910954865,0.0038784841799418004
104,114,0.14044207169590645,0.008685273454196842,3.2565667492594737e-05,0.00013949809746374172,0.0037124860941558
105,111,0.14222016330330328,0.008796376781216976,3.332070525251351e-05,0.0001427728124090779,0.003698598283029
106,113,0.13841243345132742,0.00860562806634507,3.248054090976903e-05,0.00013866000260949777,0.0036703011228039002
107,112,0.137067346875,0.008737258521765415,3.196229492889643e-05,0.00013749975113337424,0.0035797770320364
108,111,0.1374575943243243,0.008932788654579651,3.261176264569459e-05,0.00014060789015613427,0.0036199056536721
109,112,0.13711384979166666,0.008985416607005024,3.241039183910357e-05,0.00013972211110505373,0.0036299638859796004
110,110,0.1394174351818182,0.008821593845135985,3.206063241320728e-05,0.00013611253488886362,0.0035266695654528005
111,117,0.1375755005413105,0.00885296051202691,3.17298862192e-05,0.00013438412730354778,0.0037123966876464005
112,117,0.13693002415954417,0.008845057582356434,3.16455740978e-05,0.00013555359610358631,0.0037025321694426003
113,113,0.137974565280236,0.008999430270911062,3.292941960888053e-05,0.00013822804208321984,0.0037210244158035
114,111,0.1402494451051051,0.008888747570929433,3.2564642998848646e-05,0.00013610798926474041,0.0036146753728721996
115,113,0.14030218029498526,0.008847033576373706,3.293047455294425e-05,0.00013650840190781706,0.0037211436244827
116,113,0.1398643121238938,0.008807997865404581,3.282761750673186e-05,0.00013548395150377214,0.0037095207782607002
117,108,0.1461707233950617,0.008676403565272871,3.2908218163599996e-05,0.0001321012708360863,0.0035540875616687996
118,106,0.1457103087735849,0.008712132124990803,3.346094844804057e-05,0.0001338100820309426,0.0035468605354923004
119,112,0.14297321729166665,0.00885420525044465,3.3546599562728574e-05,0.00013605616896736556,0.0037572191510256005
120,113,0.14329812041297935,0.008749272716471032,3.291807896019558e-05,0.00013431369037485155,0.0037197429225021
121,106,0.14905149946540877,0.008928694188791107,3.4730492766266045e-05,0.0001399996123720435,0.0036814322332242005
122,108,0.14426582614197533,0.008915682742538835,3.381608055843334e-05,0.0001380260185804195,0.0036521367003108005
123,106,0.14234455050314462,0.009008811684895793,3.35043865162868e-05,0.00013799394181794093,0.0035514649707264006
124,110,0.1373814529393939,0.008950782506938353,3.261820391728364e-05,0.00013469088034714894,0.0035880024309012004
125,110,0.13712103660606062,0.008981067754162695,3.297975842272091e-05,0.00013580767379718606,0.0036277734264993002
126,104,0.1383712171153846,0.009109747649084798,3.469144500315e-05,0.00014388451339715193,0.0036079102803276003
127,106,0.1366694398427673,0.009150141785469537,3.453705981511132e-05,0.00014626233497278454,0.0036609283404018
128,106,0.13384416830188678,0.009231055977776952,3.370906556925283e-05,0.00014527569877683037,0.0035731609503408005
129,117,0.12727013623931624,0.009129034186586617,3.18778781906e-05,0.0001416297284068094,0.0037297117483002
130,111,0.1314046741441441,0.009210406857680046,3.268492563011352e-05,0.00014294209129662978,0.0036280267449426006
131,113,0.1302773037463127,0.00912476630661492,3.230199162698496e-05,0.00014227047193203797,0.0036501250538493
132,110,0.13136820306060606,0.009264068469533144,3.3372469742039996e-05,0.00014602626631812703,0.0036709716716243996
133,110,0.13162861939393938,0.009168948068123694,3.245144723081182e-05,0.00014087594294839978,0.0035696591953893
134,108,0.13710437697530864,0.009140894025590996,3.3051848065275e-05,0.00014290819712491434,0.0035695995910496998
135,103,0.14171199498381878,0.009109532500770212,3.39633339260068e-05,0.0001438967231782001,0.0034982233943787002
136,102,0.13789300160130719,0.009266284298522123,3.418148178085589e-05,0.00014720123956199103,0.0034865111416473005
137,103,0.13465799915857607,0.00926561319122338,3.307534500254855e-05,0.00014134639422325998,0.0034067605352625
138,105,0.1340772093333333,0.009250521772941262,3.331655519489143e-05,0.0001421010299354911,0.0034982382954636
139,105,0.13603653222222223,0.009142289091789895,3.3089349128940006e-05,0.00014321590185629099,0.0034743816585387005
140,112,0.13267282125,0.009157888100010739,3.257962558903929e-05,0.00014245947713657106,0.0036489180659724004
141,108,0.13510302922839507,0.009084935223421091,3.3148429171108335e-05,0.0001412823108433205,0.0035800303504797
142,101,0.1408826579537954,0.009250001592091757,3.515770823435644e-05,0.0001454507463352298,0.00355092853167
143,112,0.136090785625,0.009216439858880734,3.430203134899822e-05,0.00014287424350317143,0.0038418275110878
144,115,0.13378606063768114,0.009176799299877629,3.3238230403288695e-05,0.00014017879330147543,0.0038223964963782
145,107,0.13714448956386294,0.009304803476665357,3.516795298875701e-05,0.000147395696763976,0.003762970969797
146,104,0.14044953977564104,0.00921349405035126,3.531227578076251e-05,0.00014613069771224452,0.0036724766811993006
147,98,0.1438933107142857,0.00935461206322523,3.691956656616429e-05,0.00015146908286728605,0.0036181175234841004
148,102,0.14269283205882355,0.009276206064862286,3.596011617945882e-05,0.0001465037612597101,0.0036679318503048002
149,95,0.14399652621052633,0.009338745739462915,3.729333731304316e-05,0.00015011635795377662,0.0035428670447391003
150,101,0.14242968567656766,0.009263266509482067,3.602728243634258e-05,0.0001471801394545026,0.0036387555260706007
151,103,0.14075123569579281,0.00930440864449121,3.600666327676019e-05,0.000148322968259234,0.0037086863175062996
152,97,0.1427457365292096,0.009217140521115658,3.6648680643538146e-05,0.00015058542640638414,0.0035549220224232003
153,103,0.13837462061488676,0.009270483682423369,3.527665478738738e-05,0.00014711908446052137,0.0036334954431009
154,106,0.13303343820754715,0.009217592371102274,3.445974286515849e-05,0.00014626433766629137,0.0036527327437068003
155,109,0.12996925259938838,0.009278543899202213,3.4143033550731185e-05,0.00014677860180525257,0.003721590657029699
156,105,0.13511887466666667,0.009366179977258174,3.534296082619715e-05,0.00015068744394903998,0.0037110108867507005
157,107,0.1334694553271028,0.009445640428202373,3.531250743853458e-05,0.00015166922768615988,0.0037784382959232003
158,106,0.1335739249371069,0.009294881018479934,3.483002076729623e-05,0.00014865810879984148,0.0036919822013334004
159,103,0.13460743288025892,0.009161322873167592,3.452986449366117e-05,0.00014647116606312472,0.0035565760428471
160,107,0.13103565781931464,0.009163591137877592,3.4097581600519626e-05,0.00014622121912643722,0.0036484412312556003
161,106,0.13205073506289308,0.009193141305841562,3.4757483410613215e-05,0.00014813409754477498,0.0036842932415250005
162,103,0.13690819854368932,0.009444088169301607,3.621195103863496e-05,0.00015519241217974751,0.0037298309569794006
163,103,0.13698404796116503,0.00932778269760922,3.578517239344078e-05,0.00015111461199463392,0.0036858727565244006
164,113,0.13378024911504424,0.009172819321534355,3.395706699494867e-05,0.00014665995076815902,0.0038371485704292
165,105,0.13410201088888887,0.009206132053390496,3.4263838449248575e-05,0.00014434281212065167,0.0035977030371711002
166,108,0.13409029904320985,0.009106005694999602,3.3651754705508334e-05,0.00014438596656994433,0.0036343895081949002
167,109,0.13558373318042813,0.00889982727600522,3.314944561446331e-05,0.00014146422931617399,0.0036132895719765004
168,106,0.13760300783018867,0.009043543825378954,3.4305249541525475e-05,0.00014513740650919365,0.0036363564514017006
169,108,0.13898516160493826,0.008958267967716241,3.3418442348416676e-05,0.00014229254348882103,0.003609191773629001
170,113,0.13663791507374629,0.008985899635277086,3.295658441852124e-05,0.00014101597085407392,0.0037240940392929004
171,108,0.1395638645679012,0.008952126715992643,3.349667304414167e-05,0.00014039819947781902,0.0036176406887673007
172,103,0.14297615194174756,0.009041240704211612,3.4588456138170876e-05,0.00014027710829145156,0.0035626109822316002
173,100,0.14408835723333333,0.009027680588358827,3.391591230834301e-05,0.00013771493955653093,0.0033915912308343007
174,109,0.13854626761467886,0.00912400871650938,3.4029839988371566e-05,0.0001402257510719908,0.0037092525587325005
175,103,0.13986632582524267,0.009167409676550064,3.464198430722914e-05,0.00014062138683174335,0.003568124383644601
176,108,0.13946741407407406,0.009216578282216139,3.3811941368183334e-05,0.00013861751123469258,0.0036516896677638
177,113,0.1365226866076696,0.009092701507606653,3.278212304398408e-05,0.00013595254815586196,0.0037043799039702006
178,108,0.1420956900308642,0.009084407614836577,3.3524405618816665e-05,0.00013784946543745895,0.0036206358068321997
179,112,0.13732311291666666,0.009077127290334303,3.3096906107710723e-05,0.00013650960635160192,0.0037068534840636012
180,104,0.1428533828525641,0.009340402575432718,3.58490013964875e-05,0.00014716408107824365,0.0037282961452347004
181,106,0.1413372797798742,0.009184039843577846,3.4815822563759434e-05,0.00014287552346004735,0.0036904771917585003
182,110,0.1357479323030303,0.009243280874257768,3.403868370147817e-05,0.00014220871145781088,0.0037442552071625993
183,107,0.13858043009345794,0.009205591040684009,3.4371371627747666e-05,0.00014466546464213332,0.0036777367641690002
184,104,0.1411506606730769,0.009359018787884622,3.5909035575075e-05,0.00014964511785722583,0.0037345396998078005
185,107,0.14130628330218067,0.009052051074228162,3.4486123907725234e-05,0.0001447970996030192,0.0036900152581266
186,102,0.1439693827124183,0.00905046990726333,3.491499498951177e-05,0.00014387664279272408,0.0035613294889302
187,105,0.14503949688888887,0.009105745881252798,3.5726557326051435e-05,0.0001474277353765656,0.0037512885192354005
188,105,0.1438490222222222,0.008864725807747402,3.396510717577714e-05,0.0001409148533621176,0.0035663362534566
189,108,0.1423127036419753,0.008846572781226936,3.31068992956e-05,0.0001407266091915228,0.0035755451239248004
190,115,0.1377036280869565,0.008904894722687403,3.295770128321479e-05,0.00014439375973157963,0.0037901356475697006
191,109,0.14062481999999998,0.009078094477521245,3.4134010875470645e-05,0.00014644363020764844,0.0037206071854263005
192,107,0.14052746809968847,0.009044445690346204,3.40485612090729e-05,0.00014411478455306082,0.003643196049370801
193,112,0.137764890625,0.008925818165533436,3.2964925070025e-05,0.00014059316864599796,0.0036920716078428003
194,105,0.1394591468888889,0.009127148970502975,3.406004837385429e-05,0.00014518127327066898,0.0035763050792547006
195,107,0.13699846171339564,0.009059722548763997,3.312357984546729e-05,0.0001419111573040859,0.0035442230434650003
196,102,0.13878658705882352,0.009193655268979346,3.410551546567942e-05,0.00014261536071294664,0.0034787625774993004
197,110,0.13297804948484845,0.00900349019902751,3.1728880077569996e-05,0.00013547977763116718,0.0034901768085326998
198,103,0.13645310203883493,0.009096304408267909,3.383775973481069e-05,0.00014116718390850405,0.003485289252685501
199,103,0.13571989100323625,0.00902439353269605,3.2926768165730104e-05,0.00014220896138896603,0.003391457121070201
200,98,0.13631997857142855,0.00921913573906271,3.439550524636836e-05,0.00014683652973113246,0.0033707595141440998
201,99,0.13683694606060606,0.009107639503347944,3.3675247745927274e-05,0.0001410435170664542,0.0033338495268468004
202,101,0.1363447099669967,0.009055660119654363,3.3777366151936636e-05,0.00014630613525705297,0.0034115139813456
203,102,0.13743344336601304,0.008838665303330004,3.297551652742942e-05,0.00014087516938474315,0.0033635026857978005
204,100,0.13895815546666668,0.009024367118657759,3.4325543132243994e-05,0.0001424467118436059,0.0034325543132243995
205,96,0.1394041184375,0.00917650358825846,3.5575874539846876e-05,0.00014635946384081432,0.0034152839558253003
206,98,0.1371437445238095,0.009047651609834825,3.4442033123709186e-05,0.0001409501201383776,0.0033753192461235
207,104,0.13398921150641024,0.009121416993639565,3.41968436082e-05,0.00014327254493722382,0.0035564717352528003
