5.935795e-01	6.591225e-24	3.678660e-19	1.402354e-18	3.329951e-18	6.877085e-18	9.830646e-18	1.039232e-17	1.280560e-17	1.129288e-17	4.259652e-18	
5.935795e-01	2.063921e-08	2.407927e-09	1.541576e-09	1.251615e-09	6.886901e-10	6.300538e-10	4.992164e-10	3.911381e-10	2.634516e-10	8.476296e-11	
8.902676e-01	2.008910e-10	3.670579e-10	3.008290e-10	3.003457e-10	2.442108e-10	2.599652e-10	2.158230e-10	1.941159e-10	1.065339e-10	3.606569e-11	
8.902676e-01	2.098614e-10	3.957815e-10	4.045009e-10	3.326805e-10	2.424695e-10	1.850728e-10	1.269305e-10	6.374798e-11	3.161189e-11	2.472944e-12	
8.902676e-01	2.795428e-10	5.288229e-10	4.174049e-10	4.102084e-10	3.852599e-10	3.856009e-10	3.167827e-10	2.697292e-10	2.096667e-10	7.375882e-11	
8.902676e-01	2.295118e-23	8.130692e-19	3.236303e-18	7.334506e-18	1.211103e-17	2.115560e-17	2.519981e-17	3.314584e-17	2.241780e-17	1.139981e-17	
8.902676e-01	9.978696e-11	2.168135e-18	5.747979e-18	9.318120e-18	1.323478e-17	1.292207e-17	1.128378e-17	9.275945e-18	4.837783e-18	6.886114e-19	
8.902676e-01	2.941630e-23	7.996020e-19	3.033417e-18	7.214865e-18	1.480407e-17	2.113351e-17	2.221731e-17	2.730735e-17	2.406381e-17	9.018145e-18	
8.902676e-01	3.940901e-08	5.060953e-09	3.293056e-09	2.622439e-09	1.365364e-09	1.222620e-09	1.027584e-09	7.564962e-10	5.190440e-10	1.671201e-10	
1.000000e+00	2.412790e-10	4.356179e-10	3.295601e-10	3.180655e-10	2.468443e-10	2.581392e-10	2.121938e-10	1.891036e-10	1.030524e-10	3.478787e-11	
1.000000e+00	2.057853e-10	3.946736e-10	4.113903e-10	3.470663e-10	2.523097e-10	1.970842e-10	1.393683e-10	6.982228e-11	3.518783e-11	2.744825e-12	
1.000000e+00	3.779766e-10	6.924240e-10	5.274318e-10	4.954724e-10	4.473782e-10	4.579587e-10	3.804853e-10	3.230574e-10	2.548356e-10	9.094103e-11	
1.000000e+00	3.487115e-23	1.015059e-18	4.027871e-18	9.121400e-18	1.503058e-17	2.620189e-17	3.114293e-17	4.086375e-17	2.752416e-17	1.397031e-17	
1.000000e+00	9.976444e-11	2.837527e-18	7.209098e-18	1.161528e-17	1.641700e-17	1.597418e-17	1.392958e-17	1.142869e-17	5.967478e-18	8.485266e-19	
1.000000e+00	4.487157e-23	9.988679e-19	3.778985e-18	8.993373e-18	1.840072e-17	2.626729e-17	2.757084e-17	3.388147e-17	2.987833e-17	1.117775e-17	
1.000000e+00	4.744320e-08	6.162451e-09	4.028908e-09	3.200210e-09	1.626918e-09	1.456631e-09	1.241172e-09	8.893324e-10	6.084734e-10	2.055298e-10	
