0.000000e+00	6.283185e+00	1.256637e+01	1.884956e+01	2.513274e+01	3.141593e+01	3.769911e+01	4.398230e+01	5.026548e+01	5.654867e+01	
0.000000e+00	1.420246e-10	2.805363e-10	2.943081e-10	3.028967e-10	2.782886e-10	3.120306e-10	2.667486e-10	2.482280e-10	1.412753e-10	4.890736e-11	
0.000000e+00	2.474070e-10	4.521694e-10	4.530394e-10	3.671753e-10	2.656291e-10	1.889589e-10	1.240316e-10	6.651977e-11	3.032664e-11	2.686675e-12	
0.000000e+00	1.240906e-10	2.671235e-10	2.638958e-10	2.821879e-10	3.162172e-10	2.831736e-10	2.317770e-10	2.167956e-10	1.380781e-10	4.633593e-11	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	9.996980e-11	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
2.967190e-01	1.362330e-10	2.670902e-10	2.772076e-10	2.876647e-10	2.613970e-10	2.908766e-10	2.471151e-10	2.281137e-10	1.283623e-10	4.409411e-11	
2.967190e-01	2.339481e-10	4.273586e-10	4.265493e-10	3.427478e-10	2.476018e-10	1.760855e-10	1.145567e-10	6.040963e-11	2.764756e-11	2.393861e-12	
2.967190e-01	1.184218e-10	2.566359e-10	2.493214e-10	2.712495e-10	2.971943e-10	2.670005e-10	2.170713e-10	1.982214e-10	1.293312e-10	4.298868e-11	
2.967190e-01	3.771730e-25	9.721737e-20	3.899876e-19	8.852728e-19	1.476494e-18	2.604310e-18	3.136672e-18	4.176016e-18	2.885577e-18	1.483499e-18	
2.967190e-01	9.990883e-11	2.390248e-19	6.881966e-19	1.127154e-18	1.628582e-18	1.617470e-18	1.425329e-18	1.182222e-18	6.177572e-19	8.854421e-20	
2.967190e-01	4.705363e-25	9.572006e-20	3.657796e-19	8.675530e-19	1.801497e-18	2.582206e-18	2.748686e-18	3.401489e-18	3.012286e-18	1.145017e-18	
2.967190e-01	3.594266e-09	6.153734e-10	4.063320e-10	3.222450e-10	1.895015e-10	1.781385e-10	1.399692e-10	1.106056e-10	6.965937e-11	2.366983e-11	
5.935795e-01	1.456202e-10	2.771478e-10	2.699383e-10	2.814746e-10	2.478338e-10	2.720540e-10	2.294825e-10	2.098339e-10	1.168186e-10	3.983112e-11	
5.935795e-01	2.214548e-10	4.073482e-10	4.065299e-10	3.248079e-10	2.360107e-10	1.715583e-10	1.121260e-10	5.737918e-11	2.707590e-11	2.224466e-12	
5.935795e-01	1.445143e-10	3.020354e-10	2.705593e-10	2.926605e-10	3.025603e-10	2.826635e-10	2.293414e-10	2.001092e-10	1.428312e-10	4.821574e-11	
5.935795e-01	5.212762e-24	3.741233e-19	1.496830e-18	3.396190e-18	5.636659e-18	9.896427e-18	1.185482e-17	1.568986e-17	1.072761e-17	5.484129e-18	
5.935795e-01	9.984786e-11	9.327570e-19	2.637490e-18	4.309807e-18	6.182501e-18	6.090098e-18	5.340303e-18	4.411436e-18	2.299077e-18	3.283236e-19	
