0.000000e+00	6.283185e+00	1.256637e+01	1.884956e+01	2.513274e+01	3.141593e+01	3.769911e+01	4.398230e+01	5.026548e+01	5.654867e+01	6.283185e+01	6.911504e+01	7.539822e+01	8.168141e+01	8.796459e+01	9.424778e+01	1.005310e+02	1.068142e+02	
1.000000e+00	1.300000e+01	3.700000e+01	5.700000e+01	1.210000e+02	1.890000e+02	2.450000e+02	3.210000e+02	4.050000e+02	6.050000e+02	6.530000e+02	7.650000e+02	9.410000e+02	1.133000e+03	1.293000e+03	1.353000e+03	1.667000e+03	1.610000e+03	
0.000000e+00	0.000000e+00	1.214832e-11	3.591629e-11	6.272351e-11	1.330879e-10	2.332930e-10	2.966703e-10	3.953796e-10	4.391490e-10	7.068763e-10	5.950954e-10	4.979305e-10	4.987285e-10	2.328475e-10	6.503781e-11	3.078546e-11	8.349271e-12	0.000000e+00	
0.000000e+00	0.000000e+00	8.938055e-12	3.356776e-11	5.098790e-11	1.245483e-10	2.293044e-10	3.095748e-10	3.493888e-10	4.266668e-10	6.649669e-10	6.360695e-10	4.939102e-10	4.501002e-10	2.043872e-10	7.181150e-11	3.361150e-11	7.402490e-12	0.000000e+00	
0.000000e+00	0.000000e+00	6.716505e-12	3.973256e-11	5.231744e-11	1.127729e-10	2.070691e-10	2.828015e-10	3.349827e-10	4.441986e-10	6.890839e-10	6.114023e-10	5.009759e-10	4.383444e-10	2.430962e-10	7.768672e-11	2.230522e-11	4.220969e-12	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	2.928334e-45	9.996980e-11	6.390718e-43	1.676322e-44	1.216251e-44	7.008953e-44	1.133414e-43	3.950136e-43	5.117254e-43	1.372427e-42	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
0.000000e+00	0.000000e+00	-8.121798e-13	7.277932e-12	-1.873610e-12	1.638941e-11	-1.065525e-11	1.340613e-11	2.007804e-11	-4.932629e-12	5.394628e-12	-3.519852e-11	4.260659e-12	7.426096e-12	-5.718957e-12	7.288736e-13	-6.058344e-12	-2.961572e-12	0.000000e+00	
0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
