frame,n_worms,mean_length,mean_width,mean_volume,mean_area_xz,total_volume
0,0,,,,,0.0
10,5,0.157812298,0.015368298658569599,7.313452468920001e-05,0.0005411240149958191,0.00036567262344600006
20,3,0.13541649333333333,0.012512244517518726,6.635453105970001e-05,0.0006198499493726694,0.00019906359317910002
30,9,0.1108216174074074,0.009695588539910621,3.0732659768200003e-05,0.0005193307325739352,0.0002765939379138
40,3,0.12586789444444443,0.009346337389058807,2.91117528663e-05,0.0003199831232628342,8.73352585989e-05
50,5,0.10052070466666665,0.01051959778492175,4.40476069644e-05,0.0005061595344436443,0.000220238034822
60,8,0.12792952375,0.011087572522037958,5.6542166653050004e-05,0.0003737058449656218,0.00045233733322440003
70,7,0.15364563666666667,0.014601025182813825,0.00013652161112738572,0.0008252804517575341,0.0009556512778917
80,3,0.1822914333333333,0.016689035064340097,0.00016985746677510003,0.0010052754052895438,0.0005095724003253001
90,3,0.21180528444444446,0.018344332964767396,0.00022986413566740004,0.0013398021381316,0.0006895924070022001
100,4,0.18294247416666665,0.019098711892397778,0.0003398788454841,0.0017770425247762758,0.0013595153819364
110,5,0.15729146533333332,0.0150085825234685,0.00014034139780518,0.0007615240565558343,0.0007017069890259001
120,3,0.15364563666666667,0.013241487672106492,0.000104357264583,0.0009657482372515963,0.000313071793749
130,1,0.13281233,0.013649957035516923,9.54712509543e-05,0.0010626365323609045,9.54712509543e-05
140,4,0.15169251416666665,0.013641659513822433,9.439464757027501e-05,0.0011590491511936356,0.00037757859028110004
150,6,0.1545136911111111,0.015766371324204158,0.000124523399481,0.001349348694130265,0.0007471403968860001
160,5,0.19427058466666666,0.020967703674596258,0.00026754003872856005,0.0013842026137185638,0.0013377001936428002
170,6,0.1597220177777778,0.017142994011668775,0.00019061716155495002,0.0011988492013125037,0.0011437029693297002
180,5,0.18229143333333334,0.019047160400767652,0.00026200279557972,0.0015267844672292468,0.0013100139778986
190,3,0.17187478,0.014281866272682043,0.0001337521380624,0.0008194595435608914,0.0004012564141872
200,3,0.23177053666666667,0.02183066702414128,0.0003791531382522,0.0016472066071730287,0.0011374594147566001
210,5,0.20052057666666667,0.019939864793169264,0.00026590687982352,0.0013384258355218616,0.0013295343991176001
